Bar_name,Modules,Min_X,Min_Y,Min_Z,Max_X,Max_Y,Max_Z,Nodes,Physical_Bars,Physical_Nodes,Adjacent_Nodes,Adjacent_Physical_Bars,Adjacent_Bars,Adjacent_Physical_Nodes,Ground
PIG-ZAP,13,-18.45769141,-117.48782,33.97493563,5.820940594,-88.78774802,49.77636063,PIG_ZAP,PIG-ZAP-13,"['ALL', 'EGG', 'HOT', 'JAM', 'GOO', 'LAB', 'TAU', 'YAK']",PIG-13_ZAP-13,"['ALL-PIG-10', 'EGG-PIG-10', 'HOT-PIG-13', 'JAM-PIG-13', 'GOO-ZAP-13', 'LAB-ZAP-13', 'TAU-ZAP-13', 'YAK-ZAP-13']","['ALL-PIG', 'EGG-PIG', 'HOT-PIG', 'JAM-PIG', 'GOO-ZAP', 'LAB-ZAP', 'TAU-ZAP', 'YAK-ZAP']","['ALL-10', 'EGG-10', 'HOT-13', 'JAM-13', 'GOO-13', 'LAB-13', 'TAU-13', 'YAK-13']",0
AGO-OIL,3,-77.59085641,99.85877998,-32.02837637,-57.16906441,104.268151,-4.853784372,AGO_OIL,AGO-OIL-3,"['ALA', 'MIX', 'MOM', 'VOW', 'SHY', 'TAX']",AGO-3_OIL-3,"['AGO-ALA-3', 'AGO-MIX-3', 'AGO-MOM-3', 'ALA-OIL-3', 'OIL-TAX-3', 'OIL-VOW-5', 'OIL-SHY-5']","['AGO-ALA', 'AGO-MIX', 'AGO-MOM', 'ALA-OIL', 'OIL-VOW', 'OIL-SHY', 'OIL-TAX']","['ALA-3', 'MIX-3', 'MOM-3', 'ALA-3', 'TAX-3', 'VOW-5', 'SHY-5']",0
DUB-WET,1,43.10971859,76.25100098,26.61509863,54.51494159,102.496384,29.54441263,DUB_WET,DUB-WET-1,"['ADO', 'ARM', 'TOY', 'WAR', 'BRO']",DUB-1_WET-1,"['ARM-DUB-1', 'DUB-WAR-1', 'ADO-DUB-5', 'DUB-TOY-5', 'DUB-WAR-5', 'ARM-WET-1', 'BRO-WET-7', 'TOY-WET-7']","['ADO-DUB', 'ARM-DUB', 'DUB-TOY', 'DUB-WAR', 'ARM-WET', 'BRO-WET', 'TOY-WET']","['ARM-1', 'WAR-1', 'ADO-5', 'TOY-5', 'WAR-5', 'ARM-1', 'BRO-7', 'TOY-7']",0
JAR-WHY,8,84.01051459,-61.09995302,-46.44022937,93.63453159,-54.19003002,-20.31834037,JAR_WHY,JAR-WHY-8,"['WIN', 'LUG', 'YAY', 'KEG', 'PAY', 'SAW']",JAR-8_WHY-8,"['JAR-WIN-8', 'JAR-LUG-8', 'JAR-YAY-8', 'KEG-WHY-8', 'LUG-WHY-8', 'PAY-WHY-8', 'SAW-WHY-8']","['JAR-WIN', 'JAR-LUG', 'JAR-YAY', 'KEG-WHY', 'LUG-WHY', 'PAY-WHY', 'SAW-WHY']","['WIN-8', 'LUG-8', 'YAY-8', 'KEG-8', 'LUG-8', 'PAY-8', 'SAW-8']",0
DRY-FUN,5,-56.95802341,81.21320698,25.78648963,-41.77578841,99.52146798,46.46754063,DRY_FUN,DRY-FUN-5,"['VOW', 'SHY', 'FAN', 'NAY', 'PLY', 'REF']",DRY-5_FUN-5,"['DRY-VOW-5', 'DRY-SHY-5', 'FUN-NAY-5', 'FUN-PLY-5', 'FUN-REF-5', 'FAN-FUN-6']","['DRY-VOW', 'DRY-SHY', 'FAN-FUN', 'FUN-NAY', 'FUN-PLY', 'FUN-REF']","['VOW-5', 'SHY-5', 'NAY-5', 'PLY-5', 'REF-5', 'FAN-6']",0
BUG-COY,12,-80.29390641,-64.50047202,1.984625628,-59.09933341,-50.00527902,38.98281863,BUG_COY,BUG-COY-12,"['ASH', 'GOO', 'FIG', 'CHI', 'LAX', 'NOR', 'KIT']",BUG-12_COY-12,"['ASH-BUG-12', 'BUG-GOO-12', 'BUG-FIG-12', 'COY-LAX-12', 'COY-NOR-12', 'CHI-COY-9', 'COY-NOR-9', 'COY-KIT-9']","['ASH-BUG', 'BUG-GOO', 'BUG-FIG', 'CHI-COY', 'COY-LAX', 'COY-NOR', 'COY-KIT']","['ASH-12', 'GOO-12', 'FIG-12', 'LAX-12', 'NOR-12', 'CHI-9', 'NOR-9', 'KIT-9']",0
COW-TAR,11,60.75696259,-76.41374802,-8.592402372,68.02249859,-56.31003402,27.76317763,COW_TAR,COW-TAR-11,"['KEG', 'ODD', 'LUG', 'SEX', 'YAY', 'WAS']",COW-11_TAR-11,"['COW-KEG-11', 'COW-ODD-11', 'LUG-TAR-11', 'TAR-WAS-11', 'LUG-TAR-8', 'SEX-TAR-8', 'TAR-YAY-8']","['COW-KEG', 'COW-ODD', 'LUG-TAR', 'SEX-TAR', 'TAR-YAY', 'TAR-WAS']","['KEG-11', 'ODD-11', 'LUG-11', 'WAS-11', 'LUG-8', 'SEX-8', 'YAY-8']",0
LIE-ZOO,11,25.37320059,-79.92789602,45.84201263,53.59552959,-71.04085602,52.34109163,LIE_ZOO,LIE-ZOO-11,"['EVE', 'FAX', 'HOT', 'LAW', 'EAR', 'JAM', 'WAS']",LIE-11_ZOO-11,"['FAX-LIE-11', 'HOT-LIE-13', 'EVE-LIE-14', 'LAW-LIE-14', 'EAR-ZOO-11', 'FAX-ZOO-11', 'JAM-ZOO-11', 'WAS-ZOO-11']","['EVE-LIE', 'FAX-LIE', 'HOT-LIE', 'LAW-LIE', 'EAR-ZOO', 'FAX-ZOO', 'JAM-ZOO', 'WAS-ZOO']","['FAX-11', 'HOT-13', 'EVE-14', 'LAW-14', 'EAR-11', 'FAX-11', 'JAM-11', 'WAS-11']",0
GUN-OFF,2,79.07137459,60.63561298,-81.79092937,82.23037459,83.33962298,-50.55793937,GUN_OFF,GUN-OFF-2,"['ASK', 'JOY', 'RAW', 'TUB', 'CIS', 'WHO', 'TAG']",GUN-2_OFF-2,"['GUN-JOY-1', 'GUN-RAW-1', 'ASK-GUN-2', 'GUN-TUB-2', 'ASK-OFF-2', 'CIS-OFF-2', 'OFF-TAG-2', 'OFF-WHO-2']","['ASK-GUN', 'GUN-JOY', 'GUN-RAW', 'GUN-TUB', 'ASK-OFF', 'CIS-OFF', 'OFF-WHO', 'OFF-TAG']","['JOY-1', 'RAW-1', 'ASK-2', 'TUB-2', 'ASK-2', 'CIS-2', 'TAG-2', 'WHO-1']",0
ONO-USE,9,-88.90182941,-98.69556402,-63.50000837,-66.40635841,-62.98485202,-51.81747737,ONO_USE,ONO-USE-9,"['BAR', 'KIT', 'SIR', 'TAT', 'COP', 'ELK', 'NEW', 'WIG']",ONO-9_USE-9,"['BAR-ONO-9', 'KIT-ONO-9', 'ONO-SIR-9', 'ONO-TAT-9', 'COP-USE-9', 'ELK-USE-9', 'USE-WIG-9', 'NEW-USE-10']","['BAR-ONO', 'KIT-ONO', 'ONO-SIR', 'ONO-TAT', 'COP-USE', 'ELK-USE', 'NEW-USE', 'USE-WIG']","['BAR-9', 'KIT-9', 'SIR-9', 'TAT-9', 'COP-9', 'ELK-9', 'WIG-9', 'NEW-10']",0
LUG-PAY,8,89.76299359,-39.62004702,-34.32920937,104.2987506,-35.23578102,-8.809875372,LUG_PAY,LUG-PAY-8,"['JAR', 'TAR', 'WHY', 'ETA', 'TUX', 'WIN']",LUG-8_PAY-8,"['LUG-TAR-11', 'JAR-LUG-8', 'LUG-TAR-8', 'LUG-WHY-8', 'ETA-PAY-8', 'PAY-TUX-8', 'PAY-WHY-8', 'PAY-WIN-8']","['JAR-LUG', 'LUG-TAR', 'LUG-WHY', 'ETA-PAY', 'PAY-TUX', 'PAY-WHY', 'PAY-WIN']","['TAR-11', 'JAR-8', 'TAR-8', 'WHY-8', 'ETA-8', 'TUX-8', 'WHY-8', 'WIN-8']",0
BAM-CIS,8,73.08419059,-39.61716802,-83.34339637,85.32510359,11.66894898,-82.83059537,BAM_CIS,BAM-CIS-8,"['BAH', 'YAY', 'HAY', 'BOY', 'ORC', 'ETA', 'OFF']",BAM-8_CIS-2,"['BAH-BAM-8', 'BAM-YAY-8', 'BAM-HAY-8', 'BAH-CIS-2', 'BOY-CIS-2', 'CIS-ORC-2', 'CIS-ETA-2', 'CIS-OFF-2']","['BAH-BAM', 'BAM-YAY', 'BAM-HAY', 'BAH-CIS', 'BOY-CIS', 'CIS-ORC', 'CIS-ETA', 'CIS-OFF']","['BAH-8', 'YAY-8', 'HAY-8', 'BAH-2', 'BOY-2', 'ORC-2', 'ETA-2', 'OFF-2']",1
ALL-RUG,10,-21.26114741,-146.611042,5.949316628,-19.93212741,-138.6957,32.20581763,ALL_RUG,ALL-RUG-10,"['PRO', 'EGG', 'SAD', 'PIG', 'DAD', 'HIP']",ALL-10_RUG-10,"['ALL-EGG-10', 'ALL-SAD-10', 'ALL-PIG-10', 'ALL-PRO-10', 'DAD-RUG-10', 'EGG-RUG-10', 'HIP-RUG-10', 'RUG-SAD-10']","['ALL-PRO', 'ALL-EGG', 'ALL-SAD', 'ALL-PIG', 'DAD-RUG', 'EGG-RUG', 'HIP-RUG', 'RUG-SAD']","['EGG-10', 'SAD-10', 'PIG-10', 'PRO-13', 'DAD-10', 'EGG-10', 'HIP-10', 'SAD-10']",0
FIG-GOO,12,-68.95094441,-109.118245,26.92962063,-43.95188141,-94.26845802,33.62420063,FIG_GOO,FIG-GOO-12,"['ART', 'BUG', 'KEY', 'YAK', 'ZAP', 'SAD']",FIG-12_GOO-12,"['ART-FIG-12', 'BUG-FIG-12', 'FIG-KEY-12', 'FIG-YAK-12', 'GOO-SAD-10', 'GOO-ZAP-13', 'GOO-YAK-13', 'BUG-GOO-12', 'GOO-YAK-12']","['ART-FIG', 'BUG-FIG', 'FIG-KEY', 'FIG-YAK', 'BUG-GOO', 'GOO-ZAP', 'GOO-YAK', 'GOO-SAD']","['ART-12', 'BUG-12', 'KEY-12', 'YAK-12', 'SAD-10', 'ZAP-13', 'YAK-13', 'BUG-12', 'YAK-12']",0
DAY-ZIG,4,-112.1824644,29.94447198,-30.73944437,-94.73552341,49.38235198,-26.25327037,DAY_ZIG,DAY-ZIG-4,"['CUP', 'TAX', 'PAW', 'GIN', 'OAR']",DAY-4_ZIG-4,"['CUP-DAY-4', 'DAY-TAX-4', 'DAY-PAW-4', 'DAY-GIN-4', 'PAW-ZIG-4', 'OAR-ZIG-3']","['CUP-DAY', 'DAY-TAX', 'DAY-PAW', 'DAY-GIN', 'OAR-ZIG', 'PAW-ZIG']","['CUP-4', 'TAX-4', 'PAW-4', 'GIN-4', 'PAW-4', 'OAR-3']",0
EGG-MOO,10,4.830568594,-149.573482,21.92542263,31.52915659,-135.876097,28.76128663,EGG_MOO,EGG-MOO-10,"['ALL', 'RUG', 'PIG', 'FOR', 'DAD', 'GEL', 'JAM']",EGG-10_MOO-10,"['ALL-EGG-10', 'EGG-RUG-10', 'EGG-PIG-10', 'EGG-FOR-10', 'DAD-MOO-10', 'GEL-MOO-10', 'JAM-MOO-13']","['ALL-EGG', 'EGG-RUG', 'EGG-PIG', 'EGG-FOR', 'DAD-MOO', 'GEL-MOO', 'JAM-MOO']","['ALL-10', 'RUG-10', 'PIG-10', 'FOR-10', 'DAD-10', 'GEL-10', 'JAM-13']",0
CUP-DAY,4,-102.1497724,1.689936983,-56.48926237,-94.73552341,29.94447198,-26.25327037,CUP_DAY,CUP-DAY-4,"['BAR', 'DOG', 'GYM', 'PAW', 'TAX', 'ZIG', 'GIN']",CUP-4_DAY-4,"['BAR-CUP-4', 'CUP-DOG-4', 'CUP-GYM-4', 'CUP-PAW-4', 'DAY-TAX-4', 'DAY-PAW-4', 'DAY-ZIG-4', 'DAY-GIN-4']","['BAR-CUP', 'CUP-DOG', 'CUP-GYM', 'CUP-PAW', 'DAY-TAX', 'DAY-PAW', 'DAY-ZIG', 'DAY-GIN']","['BAR-4', 'DOG-4', 'GYM-4', 'PAW-4', 'TAX-4', 'PAW-4', 'ZIG-4', 'GIN-4']",0
GOO-ZAP,13,-41.85655141,-112.918897,27.08052363,-18.45769141,-88.78774802,49.77636063,GOO_ZAP,GOO-ZAP-13,"['BUG', 'FIG', 'YAK', 'SAD', 'LAB', 'PIG', 'TAU']",GOO-13_ZAP-13,"['GOO-SAD-10', 'GOO-YAK-13', 'BUG-GOO-12', 'FIG-GOO-12', 'GOO-YAK-12', 'LAB-ZAP-13', 'PIG-ZAP-13', 'TAU-ZAP-13', 'YAK-ZAP-13']","['BUG-GOO', 'FIG-GOO', 'GOO-YAK', 'GOO-SAD', 'LAB-ZAP', 'PIG-ZAP', 'TAU-ZAP', 'YAK-ZAP']","['SAD-10', 'YAK-13', 'BUG-12', 'FIG-12', 'YAK-12', 'LAB-13', 'PIG-13', 'TAU-13', 'YAK-13']",0
DUI-NOM,2,76.73077159,55.49964198,-20.27930937,97.20427659,86.61888398,-8.750120372,DUI_NOM,DUI-NOM-2,"['DIG', 'HIT', 'SKY', 'TUB', 'ARM', 'BIO', 'BRO', 'SPY']",DUI-2_NOM-2,"['DIG-DUI-2', 'DUI-HIT-2', 'DUI-SKY-2', 'DUI-TUB-2', 'ARM-NOM-1', 'BIO-NOM-1', 'NOM-SPY-1', 'BRO-NOM-7']","['DIG-DUI', 'DUI-HIT', 'DUI-SKY', 'DUI-TUB', 'ARM-NOM', 'BIO-NOM', 'BRO-NOM', 'NOM-SPY']","['DIG-2', 'HIT-2', 'SKY-2', 'TUB-2', 'ARM-1', 'BIO-1', 'SPY-1', 'BRO-7']",0
BIO-NOM,1,66.46786359,89.93827798,-9.524659372,74.50482659,118.555503,-8.540843372,BIO_NOM,BIO-NOM-1,"['ARM', 'ELF', 'JOY', 'RAD', 'BRO', 'DUI', 'SPY']",BIO-1_NOM-1,"['ARM-BIO-1', 'BIO-ELF-1', 'BIO-JOY-1', 'BIO-RAD-1', 'ARM-NOM-1', 'NOM-SPY-1', 'DUI-NOM-2', 'BRO-NOM-7']","['ARM-BIO', 'BIO-ELF', 'BIO-JOY', 'BIO-RAD', 'ARM-NOM', 'BRO-NOM', 'DUI-NOM', 'NOM-SPY']","['ARM-1', 'ELF-1', 'JOY-1', 'RAD-1', 'ARM-1', 'SPY-1', 'DUI-2', 'BRO-7']",0
ASK-GUN,2,82.23037459,65.11660398,-67.54861437,100.5588706,83.33962298,-50.55793937,ASK_GUN,ASK-GUN-2,"['FRO', 'ORC', 'TUB', 'OFF', 'JOY', 'RAW']",ASK-2_GUN-2,"['ASK-ORC-2', 'ASK-TUB-2', 'ASK-OFF-2', 'ASK-FRO-2', 'GUN-JOY-1', 'GUN-RAW-1', 'GUN-OFF-2', 'GUN-TUB-2']","['ASK-FRO', 'ASK-ORC', 'ASK-TUB', 'ASK-OFF', 'GUN-JOY', 'GUN-RAW', 'GUN-OFF', 'GUN-TUB']","['ORC-2', 'TUB-2', 'OFF-2', 'FRO-1', 'JOY-1', 'RAW-1', 'OFF-2', 'TUB-2']",0
BED-ICE,4,-101.4324874,-6.208093017,-12.62538737,-96.50953441,2.363567983,14.99575363,BED_ICE,BED-ICE-4,"['AGE', 'MAD', 'SAY', 'GIN', 'HAM', 'LAX']",BED-4_ICE-4,"['BED-MAD-12', 'BED-SAY-4', 'AGE-BED-9', 'GIN-ICE-4', 'ICE-SAY-4', 'GIN-ICE-6', 'HAM-ICE-6', 'ICE-LAX-6']","['AGE-BED', 'BED-MAD', 'BED-SAY', 'GIN-ICE', 'HAM-ICE', 'ICE-SAY', 'ICE-LAX']","['MAD-12', 'SAY-4', 'AGE-9', 'GIN-4', 'SAY-4', 'GIN-6', 'HAM-6', 'LAX-6']",0
AIM-MIX,3,-85.39764441,95.01491398,-91.98091537,-82.31358541,116.370628,-59.92703137,AIM_MIX,AIM-MIX-3,"['MOM', 'LID', 'EGO', 'WAX', 'AGO', 'ALA', 'OAR']",AIM-3_MIX-3,"['AIM-MOM-3', 'AIM-LID-3', 'AIM-EGO-3', 'AIM-WAX-3', 'AGO-MIX-3', 'ALA-MIX-3', 'MIX-OAR-3', 'MIX-WAX-3']","['AIM-MOM', 'AIM-LID', 'AIM-EGO', 'AIM-WAX', 'AGO-MIX', 'ALA-MIX', 'MIX-OAR', 'MIX-WAX']","['MOM-3', 'LID-3', 'EGO-3', 'WAX-3', 'AGO-3', 'ALA-3', 'OAR-3', 'WAX-3']",0
AGE-SIR,9,-90.54446141,-39.40249202,-81.99597937,-85.17058541,-36.93601502,-41.39540837,AGE_SIR,AGE-SIR-9,"['BED', 'CHI', 'DOG', 'FLU', 'HUG', 'ONO', 'TAT']",AGE-9_SIR-9,"['AGE-BED-9', 'AGE-CHI-9', 'AGE-DOG-9', 'ONO-SIR-9', 'SIR-TAT-9', 'FLU-SIR-4', 'HUG-SIR-4']","['AGE-BED', 'AGE-CHI', 'AGE-DOG', 'FLU-SIR', 'HUG-SIR', 'ONO-SIR', 'SIR-TAT']","['BED-9', 'CHI-9', 'DOG-9', 'ONO-9', 'TAT-9', 'FLU-4', 'HUG-4']",0
DUI-SKY,2,97.20427659,35.23947098,-28.36083737,112.3883416,55.49964198,-20.27930937,DUI_SKY,DUI-SKY-2,"['DIG', 'HIT', 'TUB', 'NOM', 'FOX', 'SUN', 'TAG']",DUI-2_SKY-2,"['DIG-DUI-2', 'DUI-HIT-2', 'DUI-TUB-2', 'DUI-NOM-2', 'FOX-SKY-2', 'SKY-SUN-2', 'SKY-TUB-2', 'SKY-TAG-2']","['DIG-DUI', 'DUI-HIT', 'DUI-TUB', 'DUI-NOM', 'FOX-SKY', 'SKY-SUN', 'SKY-TUB', 'SKY-TAG']","['DIG-2', 'HIT-2', 'TUB-2', 'NOM-2', 'FOX-2', 'SUN-2', 'TUB-2', 'TAG-2']",0
GYM-LID,3,-101.3163384,52.41292698,-99.65481637,-75.29686741,66.12933398,-61.52199537,GYM_LID,GYM-LID-3,"['BOX', 'CUP', 'EGO', 'MOM', 'AIM', 'HUG', 'WAX']",GYM-3_LID-3,"['EGO-GYM-3', 'GYM-MOM-3', 'BOX-GYM-4', 'CUP-GYM-4', 'AIM-LID-3', 'EGO-LID-3', 'LID-WAX-3', 'BOX-LID-4', 'HUG-LID-4']","['BOX-GYM', 'CUP-GYM', 'EGO-GYM', 'GYM-MOM', 'AIM-LID', 'BOX-LID', 'EGO-LID', 'HUG-LID', 'LID-WAX']","['EGO-3', 'MOM-3', 'BOX-4', 'CUP-4', 'AIM-3', 'EGO-3', 'WAX-3', 'BOX-4', 'HUG-4']",0
AIR-ODD,11,71.13112059,-36.78945902,22.52835163,85.97783059,-32.43153802,43.73215663,AIR_ODD,AIR-ODD-11,"['MAC', 'FAX', 'COW', 'GAS', 'KEG']",AIR-11_ODD-11,"['AIR-MAC-11', 'AIR-FAX-11', 'COW-ODD-11', 'GAS-ODD-11', 'KEG-ODD-11']","['AIR-MAC', 'AIR-FAX', 'COW-ODD', 'GAS-ODD', 'KEG-ODD']","['MAC-11', 'FAX-11', 'COW-11', 'GAS-11', 'KEG-11']",0
FLY-OAR,3,-102.5536564,87.41918798,-42.43610337,-84.06863141,96.82086198,-1.491527372,FLY_OAR,FLY-OAR-3,"['VOW', 'WIZ', 'EGO', 'MIX', 'TAX', 'ZIG']",FLY-3_OAR-3,"['FLY-VOW-5', 'FLY-WIZ-5', 'EGO-OAR-3', 'MIX-OAR-3', 'OAR-TAX-3', 'OAR-ZIG-3']","['FLY-VOW', 'FLY-WIZ', 'EGO-OAR', 'MIX-OAR', 'OAR-TAX', 'OAR-ZIG']","['VOW-5', 'WIZ-4', 'EGO-3', 'MIX-3', 'TAX-3', 'ZIG-4']",0
ELK-NOR,9,-76.30655541,-91.51014402,-38.83893637,-74.04124941,-76.36781602,2.006007628,ELK_NOR,ELK-NOR-9,"['WIG', 'USE', 'TAT', 'WOW', 'COY', 'KEY']",ELK-9_NOR-9,"['ELK-WIG-9', 'ELK-USE-9', 'ELK-TAT-9', 'ELK-WOW-9', 'COY-NOR-12', 'KEY-NOR-12', 'COY-NOR-9', 'KEY-NOR-9']","['ELK-WIG', 'ELK-USE', 'ELK-TAT', 'ELK-WOW', 'COY-NOR', 'KEY-NOR']","['WIG-9', 'USE-9', 'TAT-9', 'WOW-9', 'COY-12', 'KEY-12', 'COY-9', 'KEY-9']",0
