Node,X,Y,Z,Subnodes,Neighbor_Nodes,Bars,Physical_Bars,Physical_Nodes,Ground,Inner_Outer,Left_Right_Mid
MOO,30.08891469,-128.6338802,33.03307736,DEPRECATED,DAD_EAR_EGG_GEL_JAM_PIG,DAD-MOO_EAR-MOO_EGG-MOO_GEL-MOO_JAM-MOO_MOO-PIG,DEPRECATED,DEPRECATED,0,outer,right
MOM,-81.23058531,80.21793979,-56.66010264,DEPRECATED,AGO_AIM_EGO_GUT_GYM_LID_MIX_OAR_TAX_WAX,AGO-MOM_AIM-MOM_EGO-MOM_GUT-MOM_GYM-MOM_LID-MOM_MIX-MOM_MOM-OAR_MOM-TAX_MOM-WAX,DEPRECATED,DEPRECATED,0,inner,left
INK,-49.45708531,124.2356198,-15.23935264,DEPRECATED,ALA_GUT_MAY_RUM_OIL_SHY,ALA-INK_GUT-INK_INK-MAY_INK-RUM_INK-OIL_INK-SHY,DEPRECATED,DEPRECATED,0,outer,left
IVY,91.74391469,6.437399785,-10.07456264,DEPRECATED,ACE_DUI_ETA_EYE_FIX_FOX_GAS_TUX_SUN_SKY_LUG_TAG,ACE-IVY_DUI-IVY_ETA-IVY_EYE-IVY_FIX-IVY_FOX-IVY_GAS-IVY_IVY-TUX_IVY-SUN_IVY-SKY_IVY-LUG_IVY-TAG,DEPRECATED,DEPRECATED,0,inner,right
NOR,-73.39898531,-93.24168021,9.476237356,DEPRECATED,ART_BUG_COY_ELK_FIG_GOO_KEY_KIT_WIG_WOW,ART-NOR_BUG-NOR_COY-NOR_ELK-NOR_FIG-NOR_GOO-NOR_KEY-NOR_KIT-NOR_NOR-WIG_NOR-WOW,DEPRECATED,DEPRECATED,0,inner,left
COP,-40.06518531,-102.0463802,-38.18104264,DEPRECATED,WOW_USE_NEW_TAT_GET_ELK,COP-WOW_COP-USE_COP-NEW_COP-TAT_COP-GET_COP-ELK,DEPRECATED,DEPRECATED,1,inner,left
ACE,80.86891469,35.89371979,21.29301736,DEPRECATED,WET_BRO_EYE_DUI_IVY_FIX_YES_SUN_POP_EON_NOM_HIT,ACE-WET_ACE-BRO_ACE-EYE_ACE-DUI_ACE-IVY_ACE-FIX_ACE-YES_ACE-SUN_ACE-POP_ACE-EON_ACE-NOM_ACE-HIT,DEPRECATED,DEPRECATED,0,inner,right
COY,-78.55798531,-52.27488021,5.579817356,DEPRECATED,AGE_ART_BED_BUG_CHI_LAX_NOR_ELK_KIT_MAD,AGE-COY_ART-COY_BED-COY_BUG-COY_CHI-COY_COY-LAX_COY-NOR_COY-ELK_COY-KIT_COY-MAD,DEPRECATED,DEPRECATED,0,inner,left
SUN,102.1949147,31.00362979,3.678717356,DEPRECATED,ACE_DUI_EYE_HIT_IVY_SKY,ACE-SUN_DUI-SUN_EYE-SUN_HIT-SUN_IVY-SUN_SKY-SUN,DEPRECATED,DEPRECATED,0,outer,right
DOG,-106.4821853,-21.96668021,-28.75498264,DEPRECATED,AGE_BAR_BED_CHI_CUP_PAW,AGE-DOG_BAR-DOG_BED-DOG_CHI-DOG_CUP-DOG_DOG-PAW,DEPRECATED,DEPRECATED,0,outer,left
ETA,95.72791469,-16.40962021,-44.57116264,DEPRECATED,BAH_BAM_BOY_CIS_TUX_LUG_IVY_FOX_PAY_TAG_JAR_WIN,BAH-ETA_BAM-ETA_BOY-ETA_CIS-ETA_ETA-TUX_ETA-LUG_ETA-IVY_ETA-FOX_ETA-PAY_ETA-TAG_ETA-JAR_ETA-WIN,DEPRECATED,DEPRECATED,0,inner,right
ACT,-46.35078531,-24.05568021,52.59247736,DEPRECATED,BUG_ASH_LAM_TRY_DUH_NAN_TAU_SOY_HAM_LAX,ACT-BUG_ACT-ASH_ACT-LAM_ACT-TRY_ACT-DUH_ACT-NAN_ACT-TAU_ACT-SOY_ACT-HAM_ACT-LAX,DEPRECATED,DEPRECATED,0,inner,left
NEW,-43.07138531,-128.0658802,-37.50233264,DEPRECATED,COP_GET_HIP_WOW_USE,COP-NEW_GET-NEW_HIP-NEW_NEW-WOW_NEW-USE,DEPRECATED,DEPRECATED,1,outer,left
SAD,-48.25568531,-136.1468802,15.25143736,DEPRECATED,ALL_GOO_HIP_KEY_RUG_WOW,ALL-SAD_GOO-SAD_HIP-SAD_KEY-SAD_RUG-SAD_SAD-WOW,DEPRECATED,DEPRECATED,0,outer,left
REF,-26.92548531,91.03805979,31.01977736,DEPRECATED,ADO_BOA_DRY_FUN_HOW_NAY_OIL_PLY_RUM_VOW_SHY,ADO-REF_BOA-REF_DRY-REF_FUN-REF_HOW-REF_NAY-REF_OIL-REF_PLY-REF_REF-RUM_REF-VOW_REF-SHY,DEPRECATED,DEPRECATED,0,inner,left
OAK,16.99991469,-142.3818802,-26.66752264,DEPRECATED,CAB_DAD_FOR_GET_ROB,CAB-OAK_DAD-OAK_FOR-OAK_GET-OAK_OAK-ROB,DEPRECATED,DEPRECATED,1,outer,right
OLD,0.915914689,-62.69958021,74.15047736,DEPRECATED,EVE_FOG_HOT_LAB_LAW_LIE_TAU_ZAP,EVE-OLD_FOG-OLD_HOT-OLD_LAB-OLD_LAW-OLD_LIE-OLD_OLD-TAU_OLD-ZAP,DEPRECATED,DEPRECATED,0,outer,mid
ZZZ,-74.82428531,37.91374979,44.92737736,DEPRECATED,FAN_GIN_HAM_NAN_VOW_WIZ,FAN-ZZZ_GIN-ZZZ_HAM-ZZZ_NAN-ZZZ_VOW-ZZZ_WIZ-ZZZ,DEPRECATED,DEPRECATED,0,outer,left
WHO,55.48591469,101.3741198,-77.65919264,DEPRECATED,FRO_GUN_LEG_NIX_OFF_RAW_SPY,FRO-WHO_GUN-WHO_LEG-WHO_NIX-WHO_OFF-WHO_RAW-WHO_SPY-WHO,DEPRECATED,DEPRECATED,1,inner,right
SAY,-104.4816853,26.52961979,0.319617356,DEPRECATED,BED_DAY_GIN_ICE_PAW_TAX_WIZ_ZIG,BED-SAY_DAY-SAY_GIN-SAY_ICE-SAY_PAW-SAY_SAY-TAX_SAY-WIZ_SAY-ZIG,DEPRECATED,DEPRECATED,0,outer,left
SEX,59.38491469,-116.9088802,-13.44272264,DEPRECATED,AMP_CAB_DAD_EAR_GEL_PHI_ROB_SAW_TAR_YAY,AMP-SEX_CAB-SEX_DAD-SEX_EAR-SEX_GEL-SEX_PHI-SEX_ROB-SEX_SAW-SEX_SEX-TAR_SEX-YAY,DEPRECATED,DEPRECATED,0,inner,right
ASK,97.92991469,59.19093979,-61.13769264,DEPRECATED,FRO_ORC_GUN_TUB_OFF_TAG,ASK-FRO_ASK-ORC_ASK-GUN_ASK-TUB_ASK-OFF_ASK-TAG,DEPRECATED,DEPRECATED,0,outer,right
ASH,-68.07888531,-36.70078021,52.65817736,DEPRECATED,ACT_ART_LAM_LAX_HAM_BUG,ACT-ASH_ART-ASH_ASH-LAM_ASH-LAX_ASH-HAM_ASH-BUG,DEPRECATED,DEPRECATED,0,outer,left
ODD,84.77091469,-36.87768021,25.23641736,DEPRECATED,AIR_COW_FIX_GAS_KEG_LUG,AIR-ODD_COW-ODD_FIX-ODD_GAS-ODD_KEG-ODD_LUG-ODD,DEPRECATED,DEPRECATED,0,outer,right
WHY,90.65091469,-62.22098021,-14.50681264,DEPRECATED,JAR_KEG_LUG_PAY_SAW_TAR,JAR-WHY_KEG-WHY_LUG-WHY_PAY-WHY_SAW-WHY_TAR-WHY,DEPRECATED,DEPRECATED,0,outer,right
DUH,-47.06408531,0.336698785,66.63037736,DEPRECATED,ACT_TRY_NAN_MOP_SOY_HAM,ACT-DUH_DUH-TRY_DUH-NAN_DUH-MOP_DUH-SOY_DUH-HAM,DEPRECATED,DEPRECATED,0,outer,left
DUI,94.57491469,49.57397979,-13.86839264,DEPRECATED,ACE_DIG_HIT_SKY_TUB_GUN_SUN_TAG_IVY_NOM,ACE-DUI_DIG-DUI_DUI-HIT_DUI-SKY_DUI-TUB_DUI-GUN_DUI-SUN_DUI-TAG_DUI-IVY_DUI-NOM,DEPRECATED,DEPRECATED,0,inner,right
YAY,49.27591469,-80.04698021,-46.87734264,DEPRECATED,AMP_BAM_CAB_HAY_JAR_SAW_SEX_TAR,AMP-YAY_BAM-YAY_CAB-YAY_HAY-YAY_JAR-YAY_SAW-YAY_SEX-YAY_TAR-YAY,DEPRECATED,DEPRECATED,1,inner,right
CUP,-98.33338531,-3.264334215,-48.91952264,DEPRECATED,AGE_BAR_BED_VAN_DOG_DAY_FLU_HUG_SIR_GYM_PAW,AGE-CUP_BAR-CUP_BED-CUP_CUP-VAN_CUP-DOG_CUP-DAY_CUP-FLU_CUP-HUG_CUP-SIR_CUP-GYM_CUP-PAW,DEPRECATED,DEPRECATED,0,inner,left
SKY,109.7589147,29.31380979,-21.94992264,DEPRECATED,DUI_FOX_IVY_SUN_TUB_TAG,DUI-SKY_FOX-SKY_IVY-SKY_SKY-SUN_SKY-TUB_SKY-TAG,DEPRECATED,DEPRECATED,0,outer,right
DUB,42.66091469,93.88941979,36.56177736,DEPRECATED,ADO_ARM_TOY_WAR_WET_ELF,ADO-DUB_ARM-DUB_DUB-TOY_DUB-WAR_DUB-WET_DUB-ELF,DEPRECATED,DEPRECATED,0,outer,right
HEX,-54.17538531,129.2362198,-65.97886764,DEPRECATED,GUT_SIP_MAY_WAX_MIX,GUT-HEX_HEX-SIP_HEX-MAY_HEX-WAX_HEX-MIX,DEPRECATED,DEPRECATED,0,outer,left
GUN,79.60091469,77.41395979,-44.14702264,DEPRECATED,ASK_DIG_DUI_FRO_JOY_RAW_WHO_OFF_NOM_SPY_TAG_TUB,ASK-GUN_DIG-GUN_DUI-GUN_FRO-GUN_GUN-JOY_GUN-RAW_GUN-WHO_GUN-OFF_GUN-NOM_GUN-SPY_GUN-TAG_GUN-TUB,DEPRECATED,DEPRECATED,0,inner,right
YAK,-46.13508531,-91.93128021,54.01987736,DEPRECATED,BUG_FIG_GOO_LAB_PRO_ZAP,BUG-YAK_FIG-YAK_GOO-YAK_LAB-YAK_PRO-YAK_YAK-ZAP,DEPRECATED,DEPRECATED,0,outer,left
WAX,-57.06698531,104.9130198,-87.25362264,DEPRECATED,AIM_GUT_HEX_LID_MIX_MOM_SIP,AIM-WAX_GUT-WAX_HEX-WAX_LID-WAX_MIX-WAX_MOM-WAX_SIP-WAX,DEPRECATED,DEPRECATED,1,inner,left
ADO,14.18691469,85.22802979,42.45317736,DEPRECATED,JOB_DUB_BOA_WET_REF_TOY_NIL_NAY_WAR_HOW_ELF_PLY,ADO-JOB_ADO-DUB_ADO-BOA_ADO-WET_ADO-REF_ADO-TOY_ADO-NIL_ADO-NAY_ADO-WAR_ADO-HOW_ADO-ELF_ADO-PLY,DEPRECATED,DEPRECATED,0,inner,right
WAS,70.54191469,-81.95518021,22.68302736,DEPRECATED,COW_EAR_KEG_PHI_TAR_ZOO,COW-WAS_EAR-WAS_KEG-WAS_PHI-WAS_TAR-WAS_WAS-ZOO,DEPRECATED,DEPRECATED,0,outer,right
WAR,23.93891469,110.2308198,27.16335736,DEPRECATED,ADO_BOA_DUB_ELF_GAL_HOW,ADO-WAR_BOA-WAR_DUB-WAR_ELF-WAR_GAL-WAR_HOW-WAR,DEPRECATED,DEPRECATED,0,outer,right
TUX,105.2289147,-17.16059021,-16.78086264,DEPRECATED,ETA_FOX_GAS_IVY_LUG_PAY,ETA-TUX_FOX-TUX_GAS-TUX_IVY-TUX_LUG-TUX_PAY-TUX,DEPRECATED,DEPRECATED,0,outer,right
CIS,82.69591469,5.743279785,-76.41968264,DEPRECATED,BAH_BAM_BOY_ORC_ETA_TAG_OFF,BAH-CIS_BAM-CIS_BOY-CIS_CIS-ORC_CIS-ETA_CIS-TAG_CIS-OFF,DEPRECATED,DEPRECATED,1,inner,right
ALL,-22.19968531,-131.3098802,36.77397736,DEPRECATED,PRO_GOO_EGG_SAD_RUG_PIG,ALL-PRO_ALL-GOO_ALL-EGG_ALL-SAD_ALL-RUG_ALL-PIG,DEPRECATED,DEPRECATED,0,outer,left
LEG,53.07991469,128.3878198,-62.31503364,DEPRECATED,OVA_SPY_WHO_RAW_NIX,LEG-OVA_LEG-SPY_LEG-WHO_LEG-RAW_LEG-NIX,DEPRECATED,DEPRECATED,0,outer,right
KEG,82.56491469,-61.93988021,13.26354736,DEPRECATED,COW_WHY_ODD_TAR_WAS_LUG,COW-KEG_KEG-WHY_KEG-ODD_KEG-TAR_KEG-WAS_KEG-LUG,DEPRECATED,DEPRECATED,0,outer,right
SAW,73.91191469,-87.62568021,-30.34014264,DEPRECATED,AMP_HAY_JAR_PHI_TAR_SEX_YAY_WHY,AMP-SAW_HAY-SAW_JAR-SAW_PHI-SAW_SAW-TAR_SAW-SEX_SAW-YAY_SAW-WHY,DEPRECATED,DEPRECATED,0,outer,right
RUG,-20.53078531,-140.2008802,10.48160736,DEPRECATED,ALL_DAD_EGG_FOR_GET_GOO_HIP_PIG_SAD_WOW,ALL-RUG_DAD-RUG_EGG-RUG_FOR-RUG_GET-RUG_GOO-RUG_HIP-RUG_PIG-RUG_RUG-SAD_RUG-WOW,DEPRECATED,DEPRECATED,0,inner,left
PLY,-18.28708531,49.25386979,54.23307736,DEPRECATED,ADO_ERA_FAN_FUN_JOB_JUG_MOP_NAN_NAY_NIL_SOY_REF_VOW,ADO-PLY_ERA-PLY_FAN-PLY_FUN-PLY_JOB-PLY_JUG-PLY_MOP-PLY_NAN-PLY_NAY-PLY_NIL-PLY_PLY-SOY_PLY-REF_PLY-VOW,DEPRECATED,DEPRECATED,0,inner,left
ALA,-70.54208531,110.7118198,-16.90559264,DEPRECATED,AGO_OIL_INK_FLY_GUT_MIX,AGO-ALA_ALA-OIL_ALA-INK_ALA-FLY_ALA-GUT_ALA-MIX,DEPRECATED,DEPRECATED,0,outer,left
BRO,79.42791469,66.44999979,25.24169736,DEPRECATED,ACE_ARM_WET_EON_HIT_NOM,ACE-BRO_ARM-BRO_BRO-WET_BRO-EON_BRO-HIT_BRO-NOM,DEPRECATED,DEPRECATED,0,outer,right
KEY,-66.71198531,-118.4118802,15.00481736,DEPRECATED,FIG_GOO_WOW_NOR_SAD_WIG,FIG-KEY_GOO-KEY_KEY-WOW_KEY-NOR_KEY-SAD_KEY-WIG,DEPRECATED,DEPRECATED,0,outer,left
TUB,104.9909147,57.88439979,-36.44122264,DEPRECATED,ASK_DIG_DUI_GUN_SKY_TAG,ASK-TUB_DIG-TUB_DUI-TUB_GUN-TUB_SKY-TUB_TAG-TUB,DEPRECATED,DEPRECATED,0,outer,right
ORC,98.54691469,32.20660979,-74.13855264,DEPRECATED,ASK_BOY_CIS_OFF_TAG,ASK-ORC_BOY-ORC_CIS-ORC_OFF-ORC_ORC-TAG,DEPRECATED,DEPRECATED,0,outer,right
USE,-63.63828531,-99.78188021,-44.84056264,DEPRECATED,COP_ELK_NEW_ONO_TAT_WOW_WIG,COP-USE_ELK-USE_NEW-USE_ONO-USE_TAT-USE_USE-WOW_USE-WIG,DEPRECATED,DEPRECATED,0,outer,left
TOY,35.53491469,73.44233979,55.92847736,DEPRECATED,ADO_DUB_EON_JOB_NIL_WET,ADO-TOY_DUB-TOY_EON-TOY_JOB-TOY_NIL-TOY_TOY-WET,DEPRECATED,DEPRECATED,0,outer,right
BAR,-103.0659853,-32.33598021,-54.60892264,DEPRECATED,AGE_CUP_SIR_FLU_DOG_ONO,AGE-BAR_BAR-CUP_BAR-SIR_BAR-FLU_BAR-DOG_BAR-ONO,DEPRECATED,DEPRECATED,0,outer,left
ELK,-71.27318531,-77.45418021,-31.86202264,DEPRECATED,AGE_COP_COY_WIG_SIR_NOR_USE_KIT_TAT_WOW_ONO,AGE-ELK_COP-ELK_COY-ELK_ELK-WIG_ELK-SIR_ELK-NOR_ELK-USE_ELK-KIT_ELK-TAT_ELK-WOW_ELK-ONO,DEPRECATED,DEPRECATED,0,inner,left
DIG,95.88091469,76.70442979,-18.72652264,DEPRECATED,GUN_NOM_HIT_DUI_JOY_TUB,DIG-GUN_DIG-NOM_DIG-HIT_DIG-DUI_DIG-JOY_DIG-TUB,DEPRECATED,DEPRECATED,0,outer,right
AIR,69.60691469,-31.70668021,45.97787736,DEPRECATED,COW_GIG_ODD_MAC_FAX_FIX,AIR-COW_AIR-GIG_AIR-ODD_AIR-MAC_AIR-FAX_AIR-FIX,DEPRECATED,DEPRECATED,0,outer,right
AIM,-81.43008531,85.07806979,-84.04122264,DEPRECATED,MOM_LID_EGO_WAX_MIX,AIM-MOM_AIM-LID_AIM-EGO_AIM-WAX_AIM-MIX,DEPRECATED,DEPRECATED,1,outer,left
ERA,15.92991469,12.45972979,64.08617736,DEPRECATED,AHI_IRE_JUG_RIB_YES_SOY_NIL_GIG_PLY_LAW,AHI-ERA_ERA-IRE_ERA-JUG_ERA-RIB_ERA-YES_ERA-SOY_ERA-NIL_ERA-GIG_ERA-PLY_ERA-LAW,DEPRECATED,DEPRECATED,0,inner,right
CAB,24.49491469,-116.5198802,-33.25374264,DEPRECATED,AMP_ROB_DAD_YAY_OAK_GET_SEX,AMP-CAB_CAB-ROB_CAB-DAD_CAB-YAY_CAB-OAK_CAB-GET_CAB-SEX,DEPRECATED,DEPRECATED,1,inner,right
BAM,69.81991469,-41.30838021,-77.37290264,DEPRECATED,BAH_JAR_YAY_HAY_ETA_CIS_WIN,BAH-BAM_BAM-JAR_BAM-YAY_BAM-HAY_BAM-ETA_BAM-CIS_BAM-WIN,DEPRECATED,DEPRECATED,1,inner,right
BAH,94.53091469,-20.46408021,-72.51719264,DEPRECATED,ETA_CIS_BOY_WIN_BAM,BAH-ETA_BAH-CIS_BAH-BOY_BAH-WIN_BAH-BAM,DEPRECATED,DEPRECATED,0,outer,right
DAD,23.77391469,-140.9648802,4.916787356,DEPRECATED,CAB_GEL_FOR_EAR_RUG_PIG_ROB_SEX_EGG_GET_OAK_MOO,CAB-DAD_DAD-GEL_DAD-FOR_DAD-EAR_DAD-RUG_DAD-PIG_DAD-ROB_DAD-SEX_DAD-EGG_DAD-GET_DAD-OAK_DAD-MOO,DEPRECATED,DEPRECATED,0,inner,right
BIO,65.70691469,109.7618198,-3.791122644,DEPRECATED,ARM_ELF_JOY_NOM_RAD_SPY,ARM-BIO_BIO-ELF_BIO-JOY_BIO-NOM_BIO-RAD_BIO-SPY,DEPRECATED,DEPRECATED,0,outer,right
FAX,51.57691469,-53.35828021,56.58417736,DEPRECATED,AIR_COW_EVE_ZOO_LIE_GIG,AIR-FAX_COW-FAX_EVE-FAX_FAX-ZOO_FAX-LIE_FAX-GIG,DEPRECATED,DEPRECATED,0,outer,right
HIT,94.90991469,60.08013979,6.975007356,DEPRECATED,ACE_BRO_DIG_DUI_SUN_NOM,ACE-HIT_BRO-HIT_DIG-HIT_DUI-HIT_HIT-SUN_HIT-NOM,DEPRECATED,DEPRECATED,0,outer,right
ONO,-86.13378531,-64.07118021,-56.52309264,DEPRECATED,AGE_BAR_ELK_KIT_SIR_USE_TAT,AGE-ONO_BAR-ONO_ELK-ONO_KIT-ONO_ONO-SIR_ONO-USE_ONO-TAT,DEPRECATED,DEPRECATED,1,outer,left
GYM,-98.02618531,44.01562979,-53.66432264,DEPRECATED,BOX_CUP_DAY_EGO_VAN_TAX_OAR_PAW_HUG_MOM_ZIG_LID,BOX-GYM_CUP-GYM_DAY-GYM_EGO-GYM_GYM-VAN_GYM-TAX_GYM-OAR_GYM-PAW_GYM-HUG_GYM-MOM_GYM-ZIG_GYM-LID,DEPRECATED,DEPRECATED,0,inner,left
GAS,96.81191469,-13.87645021,10.73541736,DEPRECATED,EYE_FIX_IVY_ODD_LUG_TUX,EYE-GAS_FIX-GAS_GAS-IVY_GAS-ODD_GAS-LUG_GAS-TUX,DEPRECATED,DEPRECATED,0,outer,right
POP,78.02791469,14.94896979,41.70407736,DEPRECATED,ACE_EON_EYE_FIX_MAC_YES,ACE-POP_EON-POP_EYE-POP_FIX-POP_MAC-POP_POP-YES,DEPRECATED,DEPRECATED,0,outer,right
GAL,25.06091469,124.5606198,4.966027356,DEPRECATED,ELF_PIE_HOW_WAR_RAD,ELF-GAL_GAL-PIE_GAL-HOW_GAL-WAR_GAL-RAD,DEPRECATED,DEPRECATED,0,outer,right
FAN,-49.66928531,46.18812979,56.44467736,DEPRECATED,VOW_MOP_PLY_FUN_ZZZ_NAN,FAN-VOW_FAN-MOP_FAN-PLY_FAN-FUN_FAN-ZZZ_FAN-NAN,DEPRECATED,DEPRECATED,0,outer,left
SOY,-20.29128531,1.161394785,67.24517736,DEPRECATED,ACT_DUH_ERA_FOG_JUG_LAW_MOP_NAN_PLY_RIB_TRY_TAU,ACT-SOY_DUH-SOY_ERA-SOY_FOG-SOY_JUG-SOY_LAW-SOY_MOP-SOY_NAN-SOY_PLY-SOY_RIB-SOY_SOY-TRY_SOY-TAU,DEPRECATED,DEPRECATED,0,inner,left
EAR,45.88991469,-102.5508802,27.67241736,DEPRECATED,COW_DAD_MOO_GEL_PIG_LIE_JAM_WAS_ZOO_SEX_TAR_PHI,COW-EAR_DAD-EAR_EAR-MOO_EAR-GEL_EAR-PIG_EAR-LIE_EAR-JAM_EAR-WAS_EAR-ZOO_EAR-SEX_EAR-TAR_EAR-PHI,DEPRECATED,DEPRECATED,0,inner,right
DAY,-90.39048531,25.02611979,-19.64452264,DEPRECATED,BED_CUP_TAX_PAW_SAY_ZIG_GIN_GYM,BED-DAY_CUP-DAY_DAY-TAX_DAY-PAW_DAY-SAY_DAY-ZIG_DAY-GIN_DAY-GYM,DEPRECATED,DEPRECATED,0,inner,left
OFF,76.44191469,54.70994979,-75.38001264,DEPRECATED,ASK_CIS_FRO_GUN_WHO_TAG_ORC,ASK-OFF_CIS-OFF_FRO-OFF_GUN-OFF_OFF-WHO_OFF-TAG_OFF-ORC,DEPRECATED,DEPRECATED,1,inner,right
HIP,-34.37648531,-147.4638802,-13.17470264,DEPRECATED,FOR_GET_SAD_WOW_RUG_NEW,FOR-HIP_GET-HIP_HIP-SAD_HIP-WOW_HIP-RUG_HIP-NEW,DEPRECATED,DEPRECATED,0,outer,left
GOO,-42.75128531,-110.5628802,30.55587736,DEPRECATED,ALL_BUG_FIG_PRO_ZAP_YAK_RUG_NOR_KEY_SAD_PIG_WOW,ALL-GOO_BUG-GOO_FIG-GOO_GOO-PRO_GOO-ZAP_GOO-YAK_GOO-RUG_GOO-NOR_GOO-KEY_GOO-SAD_GOO-PIG_GOO-WOW,DEPRECATED,DEPRECATED,0,inner,left
FRO,82.49891469,83.19721979,-70.56252064,DEPRECATED,ASK_RAW_OFF_WHO_GUN,ASK-FRO_FRO-RAW_FRO-OFF_FRO-WHO_FRO-GUN,DEPRECATED,DEPRECATED,0,outer,right
ICE,-97.16998531,-2.570138215,21.72305736,DEPRECATED,BED_GIN_HAM_MAD_SAY_LAX,BED-ICE_GIN-ICE_HAM-ICE_ICE-MAD_ICE-SAY_ICE-LAX,DEPRECATED,DEPRECATED,0,outer,left
HOW,5.540914689,109.8364198,9.073657356,DEPRECATED,ADO_BOA_ELF_GAL_REF_WAR_PIE_RUM_SHY,ADO-HOW_BOA-HOW_ELF-HOW_GAL-HOW_HOW-REF_HOW-WAR_HOW-PIE_HOW-RUM_HOW-SHY,DEPRECATED,DEPRECATED,0,inner,mid
HOT,3.479914689,-96.02898021,62.39437736,DEPRECATED,PRO_PIG_ZAP_JAM_OLD_LIE,HOT-PRO_HOT-PIG_HOT-ZAP_HOT-JAM_HOT-OLD_HOT-LIE,DEPRECATED,DEPRECATED,0,outer,mid
IRE,37.15991469,-4.615827215,70.44167736,DEPRECATED,AHI_ERA_EVE_GIG_YES_MAC_LAW_RIB,AHI-IRE_ERA-IRE_EVE-IRE_GIG-IRE_IRE-YES_IRE-MAC_IRE-LAW_IRE-RIB,DEPRECATED,DEPRECATED,0,outer,right
ART,-82.61178531,-60.05338021,29.95077736,DEPRECATED,COY_FIG_KIT_ASH_MAD_LAX_NOR_BUG,ART-COY_ART-FIG_ART-KIT_ART-ASH_ART-MAD_ART-LAX_ART-NOR_ART-BUG,DEPRECATED,DEPRECATED,0,outer,left
ZIG,-107.1571853,43.68023979,-24.45591264,DEPRECATED,DAY_GYM_OAR_PAW_SAY_TAX,DAY-ZIG_GYM-ZIG_OAR-ZIG_PAW-ZIG_SAY-ZIG_TAX-ZIG,DEPRECATED,DEPRECATED,0,outer,left
ARM,64.58291469,91.99851979,20.61619736,DEPRECATED,ELF_BRO_BIO_WET_DUB_NOM,ARM-ELF_ARM-BRO_ARM-BIO_ARM-WET_ARM-DUB_ARM-NOM,DEPRECATED,DEPRECATED,0,outer,right
