Bar_name,Modules,Min_X,Min_Y,Min_Z,Max_X,Max_Y,Max_Z,Nodes,Physical_Bars,Physical_Nodes,Adjacent_Nodes,Adjacent_Physical_Bars,Adjacent_Bars,Adjacent_Physical_Nodes,Ground
LAW-LIE,14,10.22523459,-68.56024402,52.33663563,21.34120359,-26.85873602,65.73183363,LAW_LIE,LAW-LIE-14,"['FOG', 'GIG', 'IRE', 'EAR', 'FAX', 'TAU']",LAW-14_LIE-14,"['FOG-LAW-14', 'GIG-LAW-14', 'IRE-LAW-14', 'EAR-LIE-11', 'FAX-LIE-11', 'LIE-TAU-13', 'LIE-TAU-14']","['FOG-LAW', 'GIG-LAW', 'IRE-LAW', 'EAR-LIE', 'FAX-LIE', 'LIE-TAU']","['FOG-14', 'GIG-14', 'IRE-14', 'EAR-11', 'FAX-11', 'TAU-13', 'TAU-14']",0
HIT-SUN,2_7,96.86061759,36.32947298,-2.583674372,105.0021466,66.47715898,4.395899628,HIT_SUN,HIT-SUN-2_HIT-SUN-7,"['ACE', 'BRO', 'DIG', 'NOM', 'DUI', 'EYE', 'IVY', 'SKY']",HIT-2_SUN-2_HIT-7_SUN-7,"['DIG-HIT-2', 'HIT-NOM-2', 'ACE-HIT-7', 'BRO-HIT-7', 'HIT-NOM-7', 'DUI-SUN-2', 'IVY-SUN-2', 'SKY-SUN-2', 'EYE-SUN-7', 'IVY-SUN-7']","['ACE-HIT', 'BRO-HIT', 'DIG-HIT', 'HIT-NOM', 'DUI-SUN', 'EYE-SUN', 'IVY-SUN', 'SKY-SUN']","['DIG-2', 'NOM-2', 'ACE-7', 'BRO-7', 'NOM-7', 'DUI-2', 'IVY-2', 'SKY-2', 'EYE-7', 'IVY-7']",0
HEX-SIP,3,-57.82588741,138.550331,-73.40293337,-28.66803741,143.011165,-69.18081237,HEX_SIP,HEX-SIP-3,"['GUT', 'MAY', 'MIX', 'RUM', 'WAX']",HEX-3_SIP-3,"['GUT-HEX-3', 'HEX-MAY-3', 'HEX-MIX-3', 'MAY-SIP-3', 'RUM-SIP-3', 'SIP-WAX-3']","['GUT-HEX', 'HEX-MAY', 'HEX-MIX', 'MAY-SIP', 'RUM-SIP', 'SIP-WAX']","['GUT-3', 'MAY-3', 'MIX-3', 'MAY-3', 'RUM-3', 'WAX-3']",0
EAR-WAS,11,47.71669559,-101.306211,19.97496263,71.74941359,-81.86690602,24.42671963,EAR_WAS,EAR-WAS-11,"['MOO', 'GEL', 'LIE', 'KEG', 'PHI', 'TAR', 'ZOO']",EAR-11_WAS-11,"['EAR-LIE-11', 'EAR-MOO-10', 'EAR-GEL-10', 'KEG-WAS-11', 'PHI-WAS-11', 'TAR-WAS-11', 'WAS-ZOO-11']","['EAR-MOO', 'EAR-GEL', 'EAR-LIE', 'KEG-WAS', 'PHI-WAS', 'TAR-WAS', 'WAS-ZOO']","['LIE-11', 'MOO-10', 'GEL-10', 'KEG-11', 'PHI-11', 'TAR-11', 'ZOO-11']",0
LAB-YAK,13_12,-47.02312041,-95.14453702,49.32608163,-37.12603241,-68.52870402,62.35637563,LAB_YAK,LAB-YAK-13_LAB-YAK-12,"['ZAP', 'OLD', 'FIG', 'PRO']",LAB-13_YAK-13_LAB-12_YAK-12,"['LAB-ZAP-13', 'LAB-OLD-13', 'PRO-YAK-13', 'YAK-ZAP-13', 'FIG-YAK-12']","['LAB-ZAP', 'LAB-OLD', 'FIG-YAK', 'PRO-YAK', 'YAK-ZAP']","['ZAP-13', 'OLD-13', 'PRO-13', 'ZAP-13', 'FIG-12']",0
INK-OIL,3,-57.16906441,104.268151,-22.66342337,-53.10752641,133.549724,-4.853784372,INK_OIL,INK-OIL-3,"['ALA', 'GUT', 'MAY', 'SHY', 'FLY']",INK-3_OIL-3,"['ALA-INK-3', 'GUT-INK-3', 'INK-MAY-3', 'INK-SHY-3', 'ALA-OIL-3', 'FLY-OIL-3', 'GUT-OIL-3', 'FLY-OIL-5']","['ALA-INK', 'GUT-INK', 'INK-MAY', 'INK-SHY', 'ALA-OIL', 'FLY-OIL', 'GUT-OIL']","['ALA-3', 'GUT-3', 'MAY-3', 'SHY-5', 'ALA-3', 'FLY-3', 'GUT-3', 'FLY-5']",0
AIR-COW,11,60.75696259,-56.31003402,27.76317763,71.13112059,-32.43153802,43.73215663,AIR_COW,AIR-COW-11,"['ODD', 'MAC', 'FIX', 'GIG', 'ZOO', 'FAX']",AIR-11_COW-11,"['AIR-ODD-11', 'AIR-MAC-11', 'AIR-FIX-11', 'COW-ODD-11', 'COW-GIG-11', 'COW-ZOO-11', 'COW-FAX-11']","['AIR-ODD', 'AIR-MAC', 'AIR-FIX', 'COW-ODD', 'COW-GIG', 'COW-ZOO', 'COW-FAX']","['ODD-11', 'MAC-11', 'FIX-11', 'ODD-11', 'GIG-11', 'ZOO-11', 'FAX-11']",0
EYE-GAS,7,97.34155959,-13.78822502,8.027349628,98.01878059,14.98342398,16.20123563,EYE_GAS,EYE-GAS-7,"['ACE', 'SUN', 'IVY', 'POP', 'FIX', 'ODD', 'TUX']",EYE-7_GAS-11,"['ACE-EYE-7', 'EYE-SUN-7', 'EYE-IVY-7', 'EYE-POP-7', 'FIX-GAS-11', 'GAS-ODD-11', 'GAS-IVY-11', 'GAS-TUX-11']","['ACE-EYE', 'EYE-SUN', 'EYE-IVY', 'EYE-POP', 'FIX-GAS', 'GAS-IVY', 'GAS-ODD', 'GAS-TUX']","['ACE-7', 'SUN-7', 'IVY-7', 'POP-7', 'FIX-11', 'ODD-11', 'IVY-7', 'TUX-8']",0
DAY-GIN,4,-94.73552341,29.94447198,-26.25327037,-89.79028241,31.51131598,13.93948363,DAY_GIN,DAY-GIN-4,"['CUP', 'PAW', 'ZIG', 'BED', 'WIZ', 'TAX', 'ICE']",DAY-4_GIN-4,"['CUP-DAY-4', 'DAY-PAW-4', 'DAY-ZIG-4', 'BED-GIN-4', 'GIN-WIZ-4', 'GIN-TAX-4', 'GIN-ICE-4', 'GIN-ICE-6']","['CUP-DAY', 'DAY-PAW', 'DAY-ZIG', 'BED-GIN', 'GIN-WIZ', 'GIN-TAX', 'GIN-ICE']","['CUP-4', 'PAW-4', 'ZIG-4', 'BED-4', 'WIZ-4', 'TAX-4', 'ICE-4', 'ICE-6']",0
GIN-ICE,4_6,-101.6621224,2.311318983,13.93948363,-89.79028241,31.51131598,18.75995663,GIN_ICE,GIN-ICE-4_GIN-ICE-6,"['BED', 'DAY', 'WIZ', 'TAX', 'HAM', 'MAD', 'LAX']",GIN-4_ICE-4_GIN-6_ICE-6,"['BED-GIN-4', 'DAY-GIN-4', 'GIN-WIZ-4', 'GIN-TAX-4', 'BED-ICE-4', 'HAM-ICE-6', 'ICE-LAX-6', 'ICE-MAD-6']","['BED-GIN', 'DAY-GIN', 'GIN-WIZ', 'GIN-TAX', 'BED-ICE', 'HAM-ICE', 'ICE-MAD', 'ICE-LAX']","['BED-4', 'DAY-4', 'WIZ-4', 'TAX-4', 'BED-4', 'HAM-6', 'LAX-6', 'MAD-12']",0
