ACE,80.86891469,35.89371979,21.29301736
ACT,-46.35078531,-24.05568021,52.59247736
ADO,14.18691469,85.22802979,42.45317736
AGE,-87.77638531,-40.48878021,-34.41849264
AGO,-73.94038531,90.54470979,-24.60431264
AHI,35.92691469,28.30206979,67.00847736
AIM,-81.43008531,85.07806979,-84.04122264
AIR,69.60691469,-31.70668021,45.97787736
ALA,-70.54208531,110.7118198,-16.90559264
ALL,-22.19968531,-131.3098802,36.77397736
AMP,50.61791469,-112.2998802,-40.87118264
ARM,64.58291469,91.99851979,20.61619736
ART,-82.61178531,-60.05338021,29.95077736
ASH,-68.07888531,-36.70078021,52.65817736
ASK,97.92991469,59.19093979,-61.13769264
BAH,94.53091469,-20.46408021,-72.51719264
BAM,69.81991469,-41.30838021,-77.37290264
BAR,-103.0659853,-32.33598021,-54.60892264
BED,-93.15698531,-11.31605021,-4.540852644
BIO,65.70691469,109.7618198,-3.791122644
BOA,-3.189085311,107.2747198,37.10817736
BOX,-98.03328531,40.72574979,-82.64092264
BOY,105.7909147,6.008069785,-62.34431464
BRO,79.42791469,66.44999979,25.24169736
BUG,-56.02888531,-64.87048021,41.49267736
CAB,24.49491469,-116.5198802,-33.25374264
CHI,-99.77388531,-39.13078021,-9.506032644
CIS,82.69591469,5.743279785,-76.41968264
COP,-40.06518531,-102.0463802,-38.18104264
COW,59.72391469,-55.89118021,30.46777736
COY,-78.55798531,-52.27488021,5.579817356
CUP,-98.33338531,-3.264334215,-48.91952264
DAD,23.77391469,-140.9648802,4.916787356
DAY,-90.39048531,25.02611979,-19.64452264
DIG,95.88091469,76.70442979,-18.72652264
DOG,-106.4821853,-21.96668021,-28.75498264
DRY,-55.24468531,92.80521979,30.87727736
DUB,42.66091469,93.88941979,36.56177736
DUH,-47.06408531,0.336698785,66.63037736
DUI,94.57491469,49.57397979,-13.86839264
EAR,45.88991469,-102.5508802,27.67241736
EGG,3.377914689,-143.2638802,26.32480736
EGO,-95.49628531,65.58764979,-73.37805264
ELF,42.03791469,100.9080198,6.134797356
ELK,-71.27318531,-77.45418021,-31.86202264
EON,59.64691469,45.68503979,50.22447736
ERA,15.92991469,12.45972979,64.08617736
ETA,95.72791469,-16.40962021,-44.57116264
EVE,33.60991469,-43.37418021,71.54727736
EYE,95.25591469,9.086469785,18.46879736
FAN,-49.66928531,46.18812979,56.44467736
FAX,51.57691469,-53.35828021,56.58417736
FIG,-66.68308531,-94.63708021,36.45687736
FIX,73.79991469,-9.907870215,25.56523736
FLU,-102.6167853,-11.68779021,-73.81925264
FLY,-80.93358531,87.71725979,5.316157356
FOG,-9.866085311,-26.36488021,80.75277736
FOR,-3.312085311,-153.0888802,-7.293152644
FOX,110.1719147,6.915579785,-32.42415264
FRO,82.49891469,83.19721979,-70.56252064
FUN,-40.59428531,73.88971979,51.64937736
GAL,25.06091469,124.5606198,4.966027356
GAS,96.81191469,-13.87645021,10.73541736
GEL,51.99691469,-129.2448802,11.94735736
GET,-12.52008531,-135.3728802,-31.72499264
GIG,45.44991469,-23.53178021,53.55597736
GIN,-85.52768531,26.57760979,20.66678736
GOO,-42.75128531,-110.5628802,30.55587736
GUN,79.60091469,77.41395979,-44.14702264
GUT,-55.16688531,116.1870198,-42.02805264
GYM,-98.02618531,44.01562979,-53.66432264
HAM,-72.73478531,1.925039785,49.19047736
HAY,75.18491469,-68.06738021,-60.99695264
HEX,-54.17538531,129.2362198,-65.97886764
HIP,-34.37648531,-147.4638802,-13.17470264
HIT,94.90991469,60.08013979,6.975007356
HOT,3.479914689,-96.02898021,62.39437736
HOW,5.540914689,109.8364198,9.073657356
HUG,-89.11618531,12.85181979,-83.33752264
ICE,-97.16998531,-2.570138215,21.72305736
INK,-49.45708531,124.2356198,-15.23935264
IRE,37.15991469,-4.615827215,70.44167736
IVY,91.74391469,6.437399785,-10.07456264
JAM,29.58691469,-102.4980802,52.18057736
JAR,80.67491469,-55.27258021,-40.14162264
JOB,5.609914689,67.06567979,64.22097736
JOY,83.44291469,99.07111979,-25.73498264
JUG,-0.970085311,33.11274979,74.11927736
KEG,82.56491469,-61.93988021,13.26354736
KEY,-66.71198531,-118.4118802,15.00481736
KIT,-90.93338531,-69.64768021,-13.01105264
LAB,-37.47038531,-69.66668021,65.73047736
LAM,-46.87548531,-47.55288021,65.35907736
LAW,12.92391469,-28.95138021,67.68987736
LAX,-74.61178531,-18.08536021,30.75307736
LEG,53.07991469,128.3878198,-62.31503364
LID,-71.91598531,57.03345979,-91.59482264
LIE,23.13491469,-70.39778021,54.58787736
LUG,86.15891469,-36.61328021,-2.943552644
MAC,66.58791469,-4.202273215,51.82737736
MAD,-94.92168531,-30.39728021,17.08255736
MAY,-38.12798531,137.5014198,-38.92368264
MIX,-78.66308531,107.0565198,-52.50296264
MOM,-81.23058531,80.21793979,-56.66010264
MOO,30.08891469,-128.6338802,33.03307736
MOP,-36.73838531,27.13598979,66.94657736
NAN,-52.24238531,19.81194979,44.70067736
NAY,-12.74208531,81.87913979,55.20577736
NEW,-43.07138531,-128.0658802,-37.50233264
NIL,23.62591469,49.65308979,55.14827736
NIX,19.00191469,137.3543198,-64.84222564
NOM,74.03091469,80.67599979,-2.283252644
NOR,-73.39898531,-93.24168021,9.476237356
OAK,16.99991469,-142.3818802,-26.66752264
OAR,-98.90318531,78.10511979,-35.01203264
ODD,84.77091469,-36.87768021,25.23641736
OFF,76.44191469,54.70994979,-75.38001264
OIL,-54.62288531,95.41231979,2.523727356
OLD,0.915914689,-62.69958021,74.15047736
ONO,-86.13378531,-64.07118021,-56.52309264
ORC,98.54691469,32.20660979,-74.13855264
OVA,36.94091469,139.4845198,-38.20640264
PAW,-109.0096853,13.50551979,-30.36475264
PAY,101.0349147,-41.31128021,-28.35872264
PHI,70.71091469,-102.8541802,8.053687356
PIE,18.29291469,126.9045198,-23.74517264
PIG,4.566914689,-115.0268802,38.66737736
PLY,-18.28708531,49.25386979,54.23307736
POP,78.02791469,14.94896979,41.70407736
PRO,-22.35008531,-111.9128802,52.64477736
RAD,44.77791469,125.9956198,-11.34018264
RAW,75.89891469,106.4239198,-54.67726264
REF,-26.92548531,91.03805979,31.01977736
RIB,3.605914689,-3.717764215,80.88867736
ROB,40.37691469,-136.2068802,-20.53644264
RUG,-20.53078531,-140.2008802,10.48160736
RUM,-18.97518531,126.5552198,-21.69788264
SAD,-48.25568531,-136.1468802,15.25143736
SAW,73.91191469,-87.62568021,-30.34014264
SAY,-104.4816853,26.52961979,0.319617356
SEX,59.38491469,-116.9088802,-13.44272264
SHY,-27.20728531,119.2605198,12.98205736
SIP,-25.01758531,133.6971198,-61.75674664
SIR,-82.40258531,-38.02238021,-75.01906264
SKY,109.7589147,29.31380979,-21.94992264
SOY,-20.29128531,1.161394785,67.24517736
SPY,57.29291469,115.5800198,-34.97468264
SUN,102.1949147,31.00362979,3.678717356
TAG,99.25791469,30.96896979,-47.87125264
TAR,67.29491469,-77.22748021,-5.291122644
TAT,-54.99058531,-68.70018021,-67.06360264
TAU,-19.07338531,-48.42398021,64.42357736
TAX,-92.00608531,64.78612979,-7.708392644
TOY,35.53491469,73.44233979,55.92847736
TRY,-34.70618531,-24.54718021,74.86097736
TUB,104.9909147,57.88439979,-36.44122264
TUX,105.2289147,-17.16059021,-16.78086264
USE,-63.63828531,-99.78188021,-44.84056264
VAN,-108.6478853,17.78439979,-65.90712164
VOW,-62.19488531,63.02920979,32.61737736
WAR,23.93891469,110.2308198,27.16335736
WAS,70.54191469,-81.95518021,22.68302736
WAX,-57.06698531,104.9130198,-87.25362264
WET,53.48991469,66.64073979,32.80697736
WHO,55.48591469,101.3741198,-77.65919264
WHY,90.65091469,-62.22098021,-14.50681264
WIG,-80.66018531,-104.1232802,-14.00430264
WIN,94.15991469,-42.91568021,-59.32118264
WIZ,-90.41578531,56.02658979,22.99079736
WOW,-57.83488531,-126.2468802,-12.31965264
YAK,-46.13508531,-91.93128021,54.01987736
YAY,49.27591469,-80.04698021,-46.87734264
YES,51.32191469,19.80852979,44.33137736
ZAP,-19.94078531,-85.42058021,53.95747736
ZIG,-107.1571853,43.68023979,-24.45591264
ZOO,51.68991469,-79.12338021,48.45917736
ZZZ,-74.82428531,37.91374979,44.92737736
