Node,X,Y,Z,Subnodes,Neighbor_Nodes,Bars,Physical_Bars,Physical_Nodes,Ground,Inner_Outer,Left_Right_Mid
LID,-75.29686741,66.12933398,-99.65481637,LID-3,AIM_WAX_BOX_HUG,AIM-LID_LID-WAX_BOX-LID_HUG-LID,AIM-LID-3_LID-WAX-3_BOX-LID-4_HUG-LID-4,AIM-3_WAX-3_BOX-4_HUG-4,1,inner
LIE,25.37320059,-71.04085602,52.34109163,LIE-13_LIE-11_LIE-14,FAX_JAM_HOT,FAX-LIE_JAM-LIE_HOT-LIE,FAX-LIE-11_JAM-LIE-11_JAM-LIE-13_HOT-LIE-13,FAX-11_JAM-11_JAM-13_HOT-13,0,inner
SIP,-28.66803741,143.011165,-69.18081237,SIP-3,HEX_MAY_RUM_WAX,HEX-SIP_MAY-SIP_RUM-SIP_SIP-WAX,HEX-SIP-3_MAY-SIP-3_RUM-SIP-3_SIP-WAX-3,HEX-3_MAY-3_RUM-3_WAX-3,1,inner
BOY,108.4197686,11.93373498,-68.75523137,BOY-2,BAH_FOX_ETA_CIS,BAH-BOY_BOY-FOX_BOY-ETA_BOY-CIS,BAH-BOY-2_BOY-FOX-2_BOY-ETA-2_BOY-CIS-2,BAH-2_FOX-2_ETA-2_CIS-2,0,outer
PAY,104.2987506,-39.62004702,-34.32920937,PAY-8,JAR_TUX_WHY_WIN,JAR-PAY_PAY-TUX_PAY-WHY_PAY-WIN,JAR-PAY-8_PAY-TUX-8_PAY-WHY-8_PAY-WIN-8,JAR-8_TUX-8_WHY-8_WIN-8,0,outer
AGE,-90.54446141,-39.40249202,-41.39540837,AGE-9,CHI_BAR,AGE-CHI_AGE-BAR,AGE-CHI-9_AGE-BAR-9,CHI-9_BAR-9,0,inner
OAK,18.45301759,-148.691116,-31.06690737,OAK-10,CAB_FOR_GET,CAB-OAK_FOR-OAK_GET-OAK,CAB-OAK-10_FOR-OAK-10_GET-OAK-10,CAB-10_FOR-10_GET-10,1,outer
EON,62.85992059,51.31187898,48.11208163,EON-7,AHI_POP_TOY,AHI-EON_EON-POP_EON-TOY,AHI-EON-7_EON-POP-7_EON-TOY-7,AHI-7_POP-7_TOY-7,0,outer
MIX,-82.31358541,116.370628,-59.92703137,MIX-3,AIM_MOM_OAR,AIM-MIX_MIX-MOM_MIX-OAR,AIM-MIX-3_MIX-MOM-3_MIX-OAR-3,AIM-3_MOM-3_OAR-3,0,outer
EGO,-99.14678941,74.90171698,-80.80211637,EGO-3,AIM_MOM_OAR_BOX,AIM-EGO_EGO-MOM_EGO-OAR_BOX-EGO,AIM-EGO-3_EGO-MOM-3_EGO-OAR-3_BOX-EGO-4,AIM-3_MOM-3_OAR-3_BOX-4,0,outer
